ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
261,05/08/2023,192,5,14.42217862859636,42.29887257160898,5,0,15.552476495334218,EXPERT,MeAt,26.549289822112016  kg
262,30/01/2022,335,12,14.159439673306808,33.545633404695195,6,0,30.768928390201307,Intermediate,MeAt,40.60486015932328  kg
263,15/06/2022,135,12,21.75456481741663,73.10575378912412,2,0,40.36663743,intermediate,dairy,40.60640321489917  kg
265,07/11/2022,353,8,12.262042382176269,84.41656853009003,0,0,24.53234792364305,Intermediate,MEAT,43.941208360909684  kg
267,23/04/2024,133,16,29.67816507,48.77178965,1,1,31.27636801675109,EXPERT,MEAT,45.616610997591025  kg
268,09/12/2022,137,19,32.85591289878675,65.48440556534928,4,0,13.223802469434617,Intermediate,MEAT,21.1194770153186  kg
269,29/08/2023,289,17,31.616509803510443,54.93853120115434,1,1,44.89261369888561,Intermediate,dairy,51.957958707646426  kg
270,11/06/2023,353,8,17.843192279852403,72.56297802524345,6,0,31.21828907181645,EXPERT,Vegetables,39.05359318769423  kg
271,07/03/2022,180,7,31.434002302312464,64.03024679516314,0,0,11.10597430065257,Intermediate,MEAT,26.918810911007085  kg
272,24/09/2023,175,11,12.642336997656852,87.18120127073395,6,0,42.79989922719545,Intermediate,dairy,41.755480088143145  kg
273,10/06/2024,232,5,31.172968202213998,61.00739634768949,0,0,41.591644482559325,Beginner,GRAINS,40.68199037157513  kg
276,10/02/2024,277,19,12.603433948007186,62.54826020775936,5,0,26.932299875241927,nan,dairy,44.949648803014924  kg
277,10/08/2022,200,7,26.303081138260946,57.00740167091593,2,0,6.161422678843178,intermediate,MEAT,15.029167728376475  kg
278,24/08/2022,229,10,26.734760036484033,75.71440920794493,2,0,31.514657645653497,Intermediate,dairy,45.30635157983909  kg
279,06/03/2023,453,5,-10,57.79036300508051,0,1,48.434433734558084,Intermediate,Vegetables,71.75227074576247  kg
281,17/03/2023,249,10,24.89376820472392,79.42668540606991,4,0,28.553323328036235,Beginner,MeAt,32.188218295096945  kg
282,12/08/2023,213,9,24.553705744499307,88.89919943114687,5,0,33.10987884276726,Intermediate,Vegetables,45.4967963911774  kg
283,30/08/2024,402,5,27.171524941875727,59.61005952926449,4,1,38.829685445734015,Beginner,MEAT,65.84575689369433  kg
284,07/09/2022,424,15,31.605404441854223,63.58130669027639,2,0,9.101328775,intermediate,GRAINS,33.79925610780536  kg
285,02/08/2023,436,13,18.855906011119362,68.67547048454063,2,0,8.28516168,nan,MEAT,44.12403296360917  kg
286,14/02/2023,1380,5,13.742599198923944,47.55090546424451,1,0,6.107809272855737,intermediate,GRAINS,69.86224757103845  kg
287,13/03/2022,153,12,28.110566815352925,65.92849778300948,6,0,39.67012494832954,Beginner,GRAINS,39.6657079268582  kg
288,05/04/2022,379,7,25.18266120656678,33.88121361090789,1,1,12.472363466669137,nan,GRAINS,33.99897622608657  kg
290,07/10/2023,495,14,34.78971022175685,53.71235557859821,5,0,6.923282272787812,Intermediate,GRAINS,32.72761351567675  kg
291,17/09/2022,286,12,14.500260936818087,85.53823980152015,5,0,5.999831691151119,Intermediate,Vegetables,22.55562531294854  kg
292,24/07/2022,333,13,30.899951594530236,35.06354283267254,6,0,42.675674819981815,intermediate,dairy,45.64164987381024  kg
293,09/03/2024,104,18,25.938831611755745,50.67624506685358,5,1,26.613241645611012,intermediate,MeAt,37.80635411084179  kg
294,13/09/2023,183,8,33.257972120945595,83.86048036,2,0,29.191308156165462,intermediate,GRAINS,36.35079061729738  kg
295,01/01/2023,257,10,25.433793935324353,50.00443932954663,6,0,41.37776970368103,EXPERT,MEAT,35.528780533407016  kg
297,26/03/2022,314,12,23.25885984,77.34965079532388,5,0,18.82575328314742,EXPERT,dairy,32.08983493800963  kg
298,21/09/2024,393,9,12.179486695795779,59.965906192010124,5,0,23.106787282511043,Beginner,MEAT,43.74184457732785  kg
299,24/03/2022,403,5,13.841450954027817,55.750955603781414,3,0,46.87891143583819,intermediate,Vegetables,52.235247271660626  kg
300,10/06/2023,388,16,21.983861003446293,80.29592157274229,5,0,48.99154821552695,Intermediate,MEAT,55.60326930514261  kg
301,16/03/2023,224,18,26.132245938142923,82.91953018329815,3,0,5.306661405505765,Beginner,GRAINS,18.671551675118096  kg
302,22/07/2023,143,17,25.829740650336603,72.60812590788396,5,0,28.084070741940835,intermediate,MeAt,32.83440122472783  kg
303,15/07/2023,200,10,14.26661896374996,62.81779508228329,5,0,5.073969070060236,Beginner,dairy,17.932966637160305  kg
304,27/06/2023,356,14,24.85726876404437,81.42777359137693,1,0,25.30699763329015,EXPERT,MeAt,42.54529404897111  kg
306,28/11/2022,491,5,23.642172212386836,61.34664872432786,0,1,19.875245103783087,nan,Vegetables,50.225013421673104  kg
307,06/01/2022,288,5,10.028002787002738,80.62423958440345,3,0,49.49759891,nan,MeAt,53.115492559605926  kg
309,15/04/2022,444,5,13.739516066689145,40.23491469,4,0,32.62907553230272,Beginner,MeAt,43.8771704460282  kg
310,08/04/2022,287,9,15.638503561093387,71.66702736784254,4,0,9.785178380670223,nan,MEAT,22.327731635497035  kg
311,12/04/2024,2440,13,15.630592556712244,72.86464582,4,0,18.923575769169997,EXPERT,MeAt,175.50712946254725  kg
312,27/02/2024,181,14,19.336564903604334,72.50938184956783,1,0,20.26491342763027,nan,Vegetables,32.01379114514473  kg
313,01/03/2023,499,17,13.544359838177547,57.236810886501424,2,0,11.811702706847372,Intermediate,MeAt,33.49011057841999  kg
314,23/07/2024,191,12,12.350902610856659,67.03494125092354,1,0,37.35840292298653,nan,dairy,43.610472526965104  kg
315,09/10/2022,351,9,14.708727094140036,61.93545186893857,6,0,48.27271131707746,Intermediate,Vegetables,53.65759396965824  kg
316,24/09/2022,246,17,27.149193399574603,80.12881418293966,5,0,27.068383363348094,Beginner,dairy,44.27149612194058  kg
317,19/06/2023,199,16,26.657672145875992,82.65882117904688,0,0,12.535688503309483,nan,dairy,22.027368338859482  kg
318,30/03/2023,159,18,15.770729728850302,86.42691034417035,3,0,17.033687531244844,intermediate,dairy,24.15673617344304  kg
319,26/12/2022,134,7,26.367327035783706,31.83296743,0,0,17.399145521338305,Beginner,GRAINS,28.518821448840303  kg
320,06/05/2023,100,15,11.577725826978755,36.65865147510888,5,1,18.821554164689516,intermediate,MeAt,43.27533953549776  kg
321,18/09/2024,462,10,23.135872813642322,82.42337521,2,0,43.023688413804564,nan,Vegetables,62.40306270886595  kg
322,27/03/2024,197,11,11.40340258540525,76.93027578547478,2,0,35.002918843591544,Beginner,Vegetables,52.83357599233442  kg
323,29/04/2022,330,17,24.272612546104106,46.137536749588264,4,0,18.381268908881253,Intermediate,MEAT,37.386063510937966  kg
324,27/09/2023,305,10,11.195770509852636,57.53780876263792,2,0,49.720278892017745,Intermediate,MEAT,49.17632379541488  kg
325,08/09/2022,471,14,23.953506239846572,36.315551111820746,3,0,17.865524019704107,intermediate,GRAINS,29.23523001760587  kg
327,19/12/2023,100,14,28.585594651915233,62.670346142953676,1,0,31.39303014668519,Beginner,dairy,38.50093835466662  kg
328,06/12/2023,118,9,28.82968339783507,73.14959381667413,2,1,30.283870541428332,nan,dairy,37.28427428157324  kg
329,10/01/2022,314,18,14.828321614682327,36.380623575346476,0,0,11.210696915902329,Beginner,MEAT,29.955870306642538  kg
330,09/05/2024,321,17,28.311218295952244,44.827893279683515,3,0,36.69508921807312,intermediate,Vegetables,49.193833553221225  kg
331,16/07/2022,3580,7,24.943089131396608,74.45887502,5,0,23.680622279062447,Beginner,MeAt,181.14232020634785  kg
332,15/10/2023,2080,5,11.717820812956694,57.49407902357003,6,0,26.728307348454717,Beginner,GRAINS,140.09294353996813  kg
333,23/03/2022,450,10,12.279112260154792,47.11742030143898,2,0,33.26537890596073,Intermediate,dairy,41.41139572751132  kg
334,24/03/2023,425,11,26.740065403349046,72.90232313104103,4,1,11.442261101503686,EXPERT,Vegetables,46.67172979068621  kg
335,18/06/2023,424,9,30.63001919,73.49138995890102,6,0,12.72183651793355,intermediate,dairy,36.67830715880232  kg
336,31/10/2023,108,17,18.055387586115707,45.22926468940169,1,1,13.742310695081065,EXPERT,Vegetables,26.880038801144522  kg
337,28/08/2022,259,9,60,52.73461668352886,6,0,49.28141814256086,Beginner,MEAT,44.95541731160156  kg
338,16/02/2023,346,5,13.824595020714067,45.97008075093225,3,0,23.73182513095583,Beginner,GRAINS,38.68007153542472  kg
341,30/06/2023,115,15,16.94381559373153,52.95481941423813,4,0,26.059120811511953,EXPERT,MEAT,29.990518111838618  kg
342,04/06/2023,303,14,13.844778741700777,76.92092009597803,6,0,43.81234283307134,Beginner,MEAT,50.95635127596714  kg
343,16/08/2022,229,17,24.967849502502688,52.20314008045531,1,0,10.1093289,Intermediate,MEAT,26.145963479108737  kg
344,11/07/2024,380,7,12.353797753142448,30.400927753433265,3,0,25.556801205026083,Intermediate,dairy,32.777505564099236  kg
345,09/02/2023,203,10,28.298951689640862,72.60660339,3,0,19.38844379334627,nan,GRAINS,33.74010284642152  kg
346,08/06/2024,150,19,25.32250402154873,34.44253307474088,5,0,11.136664736040462,Beginner,MeAt,28.13151835691437  kg
347,27/06/2022,233,9,20.081534028095795,69.75987078356133,0,0,13.517764066220424,Intermediate,Vegetables,27.484251901320704  kg
348,07/01/2022,120,11,23.894893817049585,45.23849247432148,4,0,15.157747572760734,Beginner,MEAT,29.371950829934622  kg
350,07/03/2023,421,18,60,44.07920650655096,1,0,24.268277294022777,Intermediate,MEAT,33.13949371526604  kg
351,17/06/2023,345,6,33.81993819003236,46.00051179971865,5,0,28.740364204973893,Intermediate,dairy,52.11980558413495  kg
353,24/04/2023,157,7,10.500658898145613,37.776039071726515,0,1,15.603028303624177,Beginner,GRAINS,29.62870217289998  kg
354,20/11/2023,441,15,22.401195966997165,53.179390384587954,0,1,27.66598741977075,Beginner,MEAT,56.19278606770315  kg
355,08/01/2022,202,10,28.915895094623366,31.866935995041462,5,0,22.545488583098628,Intermediate,MeAt,35.97056329649056  kg
356,05/06/2022,340,18,22.02259578622462,57.03582113898804,6,0,19.655816092877895,EXPERT,Vegetables,44.23563910533809  kg
357,24/12/2022,246,14,11.782006751379097,75.75578368165051,5,0,16.41257468868687,nan,Vegetables,30.551892650160756  kg
358,08/08/2023,204,10,16.214506442873553,83.76450671,1,0,9.861303087121065,Intermediate,GRAINS,25.792558646776204  kg
360,26/11/2022,403,15,23.71249304128692,48.1468487,5,0,6.9491872964440375,EXPERT,MeAt,35.982798959573486  kg
361,26/09/2023,383,7,21.081827186090457,43.147048768196306,1,0,36.90046007479923,nan,MEAT,53.715560879337154  kg
362,02/04/2024,296,7,20.87950998138392,63.538838045986445,1,0,20.01474007851617,intermediate,dairy,29.02433765482486  kg
364,04/09/2023,112,14,19.809843038211863,67.25451541306248,0,0,19.664660417710568,Intermediate,MeAt,17.80869635513278  kg
365,11/02/2022,343,12,19.56984763524677,78.14125974955584,4,0,15.464359922938474,intermediate,MEAT,35.12250024596107  kg
366,17/01/2024,404,11,28.738637111722205,73.38769643295325,2,0,30.668427113163872,nan,dairy,45.51292141805697  kg
367,06/01/2022,288,5,9.865658955803678,80.62423958440345,3,0,49.49759891,nan,MeAt,53.115492559605926  kg
368,20/03/2024,381,16,14.132352774254365,62.95858628880624,2,0,32.591835999635805,Intermediate,MEAT,42.13789863938872  kg
369,10/05/2023,225,10,19.52273813777468,81.53740112523778,2,0,8.966847116149001,nan,GRAINS,14.928976606137452  kg
370,27/07/2023,401,15,26.39309181404141,70.29853689276179,3,0,44.42866152213002,Beginner,MeAt,54.428789028400345  kg
372,02/02/2024,1070,9,10.726784508598843,45.16881636535203,4,0,31.24075205537912,Beginner,dairy,146.54879911584374  kg
373,16/08/2024,206,12,34.19389692758472,31.770243308712356,4,0,14.065876447408982,intermediate,MEAT,33.17869329213691  kg
374,13/06/2022,270,7,25.39355054855607,70.47647117497297,0,0,45.27793799830606,nan,Vegetables,45.55122663876553  kg
375,17/08/2022,3190,5,19.91649440858905,31.64521859835946,2,0,46.28943543441851,EXPERT,MeAt,274.32878295005906  kg
376,08/06/2023,138,11,33.31826851190637,44.513333013248754,3,0,43.85680737661019,intermediate,MeAt,51.63730321018424  kg
377,26/02/2024,489,7,23.00741442296635,76.84391119205407,0,0,32.06228318098535,Intermediate,MEAT,48.944113630199475  kg
378,01/08/2022,279,12,20.325779366192425,53.243555140119554,0,0,31.910410279793734,Beginner,MEAT,32.46326536709223  kg
379,05/04/2024,457,12,25.779266148917657,62.05743311362055,4,0,38.217572174157965,nan,dairy,55.85060923011986  kg
380,21/03/2022,301,19,13.981143456981613,61.87899123408354,0,1,18.63578781419135,EXPERT,Vegetables,45.183061436553835  kg
381,29/05/2022,445,19,29.585568148540368,79.09240012489485,6,0,46.210470775435724,Intermediate,GRAINS,55.652014464401354  kg
382,30/10/2022,153,5,24.429630917793702,48.02936313602594,6,0,30.584851502207545,EXPERT,MeAt,35.002366055909526  kg
383,25/03/2023,370,11,11.748290142735854,65.60914577855608,5,0,34.59722662741791,nan,MEAT,40.17273624002512  kg
384,17/05/2023,371,14,31.833416543096195,73.82978166,2,0,18.854335637346534,intermediate,MEAT,39.735886778869734  kg
385,03/07/2023,346,5,10.442195240331431,56.13045752833144,0,1,45.27754717999249,nan,Vegetables,49.25767946412423  kg
386,21/04/2024,468,12,16.892996327388808,60.09092768878403,6,0,13.628129782561992,EXPERT,MeAt,37.51097004039587  kg
387,13/02/2022,230,17,30.537823685186023,31.08000534,6,0,29.797292898271955,Intermediate,Vegetables,36.81092527098032  kg
388,09/05/2023,195,9,18.541862547423023,30.172875099936874,1,0,14.797063084016818,Intermediate,MEAT,18.28295061090398  kg
389,14/05/2022,313,6,15.021477246557353,65.45204648,5,0,31.674692339158316,EXPERT,dairy,41.737492242829056  kg
390,18/08/2023,263,19,25.732470150268405,86.84371497518681,4,0,44.4853457,Beginner,MEAT,56.42865500191609  kg
392,23/05/2023,346,17,22.528824979550244,85.84843783898938,1,1,23.100068068120056,intermediate,MEAT,56.65785032273703  kg
393,18/10/2023,285,17,22.86643966433779,75.81474413199436,2,0,42.638941534353776,Beginner,MEAT,52.257917614716035  kg
394,01/06/2023,146,9,30.468375101856754,32.58041711201637,3,1,19.674853363065807,EXPERT,Vegetables,35.63798865170704  kg
395,29/04/2024,349,15,13.90954511,39.76890298061183,0,0,17.33541637186403,Intermediate,Vegetables,30.755257936551246  kg
397,01/01/2022,202,9,31.97678700570329,66.82664512894195,5,0,45.44545503818065,Intermediate,MEAT,39.901110018462774  kg
398,22/02/2024,496,16,28.648130220341862,86.95251761223074,3,0,40.83352985368095,EXPERT,dairy,65.3828108015209  kg
399,18/01/2023,352,8,29.83518145369593,83.06545653011862,2,0,37.170479034109114,nan,MEAT,51.89996540948298  kg
400,13/11/2022,483,14,20.95430866029969,32.278893797391206,6,0,36.53264845779187,Beginner,Vegetables,59.7464323522765  kg
401,01/02/2024,472,7,-10,79.08160494832158,3,0,27.590368898263197,EXPERT,Vegetables,46.99124467974566  kg
405,05/01/2022,171,13,32.4402815,78.37175286022745,2,0,34.98205376655673,nan,dairy,33.040577710116835  kg
408,06/05/2022,132,14,11.810406803658537,44.33139962411566,4,0,6.8883833049635435,EXPERT,dairy,27.580877294803273  kg
409,28/11/2023,351,5,25.901769093245626,80.38896972873187,1,0,33.49684407242347,intermediate,Vegetables,38.22834940250373  kg
410,15/05/2023,472,6,16.99258846178698,52.269696887144505,0,0,23.08069108,EXPERT,MEAT,47.263857928634835  kg
411,20/08/2023,456,15,11.615416996102153,73.49887019544315,6,0,35.22144843225167,nan,GRAINS,49.08447386007282  kg
412,29/08/2024,306,17,13.24566122379294,52.997054378532084,3,0,9.606518806,Intermediate,dairy,32.881829624355895  kg
413,01/04/2022,336,19,14.63647186691636,74.25394495,4,0,20.553124710938068,EXPERT,GRAINS,42.594171912449845  kg
414,11/01/2022,430,16,11.72529559055672,48.89517531677806,1,0,8.646737470927555,Beginner,MEAT,34.957215203516746  kg
415,01/07/2022,143,15,31.011310156923336,84.01927608,4,0,42.591763862791076,Intermediate,GRAINS,54.33042519963962  kg
416,30/12/2022,271,14,14.863958079632525,68.66821662726201,4,1,19.223495772946883,EXPERT,MeAt,42.46912685341998  kg
418,23/01/2024,473,5,22.55125533721118,33.11405661523854,1,0,8.642918125205966,intermediate,Vegetables,30.87745733473239  kg
419,20/08/2024,436,7,17.99167081101362,84.67009711080475,1,0,23.861127849892473,EXPERT,GRAINS,41.17630009025122  kg
421,19/10/2022,239,19,16.103682260559356,44.10223288822951,2,0,37.92029538025103,Beginner,MeAt,42.2004241450464  kg
422,12/05/2022,271,17,18.052367555483386,56.84808847934747,3,0,28.848665345963926,EXPERT,MeAt,42.16060754573266  kg
423,28/10/2022,230,6,30.670972092796937,76.94329976760524,4,0,35.40925818028507,EXPERT,MeAt,40.820062355471045  kg
424,14/12/2023,157,6,22.20985325162349,80.75097302759806,3,0,24.169888376079264,nan,GRAINS,40.008565146177425  kg
425,23/11/2022,388,12,25.24579513746736,35.62034524235461,2,0,42.23744337,Beginner,MeAt,56.561638477555164  kg
426,25/05/2022,382,10,17.470897158432848,32.66326633025127,2,0,27.612089457211944,Intermediate,Vegetables,40.796095041087014  kg
427,01/01/2022,202,9,32.31875912441058,66.82664512894195,5,0,45.44545503818065,Intermediate,MEAT,39.901110018462774  kg
428,21/08/2024,125,14,34.71039973530191,51.29164984476887,2,1,10.098482197922046,intermediate,dairy,32.53548134270126  kg
429,05/06/2024,129,9,23.56364508488557,64.93099380555539,2,0,16.196856215896936,EXPERT,Vegetables,21.417512570053237  kg
430,16/05/2022,326,5,30.536018200246662,81.24815985903027,0,0,12.74387146036819,intermediate,Vegetables,30.03775847772595  kg
432,24/12/2023,4680,14,24.429319582188754,31.968577447716505,6,0,26.208872355835453,Intermediate,MEAT,251.5389324680473  kg
433,14/06/2022,128,5,18.225435945366556,47.80365847,1,0,11.711337167288185,EXPERT,GRAINS,20.46662547745512  kg
434,29/01/2022,352,12,33.682447206408455,78.44376182039707,5,0,10.380289898842541,Intermediate,GRAINS,42.43779828553889  kg
435,11/11/2023,221,16,24.96328939210914,58.89296041655126,5,0,47.78683969623941,intermediate,MEAT,44.92645765113501  kg
436,13/07/2022,220,11,10.734861143912683,39.25929391698476,2,0,16.13298861762556,nan,dairy,27.467650669579225  kg
437,21/06/2024,152,6,12.798398175538258,71.74784865932669,4,0,22.452542130699246,intermediate,Vegetables,26.745208960661795  kg
438,24/03/2024,414,18,27.44176568800188,53.234236270685756,6,0,29.10355252644085,intermediate,MeAt,44.40918621904974  kg
439,10/03/2023,441,6,30.46767642798082,63.79733585722888,4,0,21.51326331532402,intermediate,dairy,35.60992275517077  kg
440,14/09/2024,106,14,17.85151987,81.58943012347655,5,0,13.637994754807659,nan,MeAt,19.1849957995652  kg
441,19/06/2022,286,12,11.09154144268403,30.126230590553003,6,0,5.580825259144639,Intermediate,MEAT,20.854052816946503  kg
443,21/05/2022,317,13,32.40553256712596,57.77111730095103,5,1,32.64800033440957,intermediate,Vegetables,46.934561435532146  kg
445,07/01/2022,120,11,23.904543375993924,45.23849247432148,4,0,15.157747572760734,Beginner,MEAT,29.371950829934622  kg
446,31/03/2024,4100,18,21.543320340309556,80.59668545618413,6,0,5.993863038553088,intermediate,dairy,168.86878807181273  kg
447,20/06/2023,389,7,13.044047778131869,32.499409102960946,1,0,25.81670961973189,Intermediate,MeAt,48.93141133145401  kg
448,19/08/2024,160,17,28.493258302138514,34.62871011237491,0,0,9.303831321067218,intermediate,dairy,19.108235746527857  kg
449,05/05/2024,367,18,17.879738027433973,86.09966591032592,6,1,17.891318198506262,Intermediate,dairy,46.59667959193476  kg
450,15/03/2022,359,10,-10,82.63436742973202,1,0,47.37095837302702,intermediate,MeAt,70.47233890752912  kg
451,08/01/2024,302,12,25.37445600852831,32.724196888121554,0,0,14.317568752236479,intermediate,MeAt,31.78580673014093  kg
452,12/06/2023,321,9,25.15927361083439,86.93075734986783,0,1,49.79633685560665,intermediate,MEAT,60.55478273967968  kg
453,27/08/2022,317,17,24.697109277759672,61.03436290285991,5,0,47.161753867901254,intermediate,Vegetables,46.36845766601047  kg
454,26/05/2022,492,11,33.38004538248649,46.669324366904064,3,0,14.034693864050537,Beginner,Vegetables,47.925743988039414  kg
455,02/05/2024,358,11,25.492486004985395,53.44092665915635,3,0,40.50602800466604,Beginner,Vegetables,60.03989131385495  kg
456,23/08/2022,225,17,21.219439345785077,32.68670703028009,1,0,19.86761631495274,Beginner,MeAt,31.77886726915395  kg
458,03/08/2022,417,7,20.929134720420663,54.23387185020742,2,0,43.46626004596676,Beginner,Vegetables,60.41570084963234  kg
459,13/12/2023,225,13,34.12824355317491,84.22545430650854,2,0,15.88271879369089,intermediate,MEAT,20.47811608116601  kg
461,17/02/2022,428,5,9.783393172948031,37.64723756537214,3,0,17.50303234429545,intermediate,dairy,25.346539962409963  kg
462,25/06/2024,142,7,22.431398257867205,68.49791452964126,1,0,43.81203298542354,intermediate,MeAt,34.45647907704216  kg
463,09/12/2023,272,9,28.19867941826858,49.580305855919235,5,0,32.86256199093763,Beginner,MEAT,39.096202051866705  kg
464,27/02/2023,420,5,60,73.18748720128116,0,0,21.827621051558037,Beginner,MEAT,40.89364052229679  kg
465,05/07/2022,227,8,31.156132300476234,54.76051957,1,0,16.901231750023584,intermediate,MEAT,27.46176944947142  kg
466,11/02/2022,343,12,19.590306510140543,78.14125974955584,4,0,15.464359922938474,intermediate,MEAT,35.12250024596107  kg
467,07/02/2024,235,11,31.856561765255943,54.345070116903656,2,0,14.74606335322584,nan,dairy,27.05645423740519  kg
470,26/02/2022,445,15,30.998679116811797,67.69428662779688,5,0,46.96450652086029,EXPERT,MEAT,59.80524071793212  kg
471,28/04/2023,417,19,26.788961090325934,58.52439647100442,4,0,40.24469545955054,nan,MeAt,61.54448440849238  kg
472,24/01/2024,358,18,13.117851422784762,41.46712256976016,2,0,44.44762221571512,EXPERT,dairy,58.91165116629695  kg
473,04/03/2024,411,17,30.034172895487977,35.89409953134483,0,0,7.812812367968487,EXPERT,GRAINS,35.1648102824776  kg
474,14/04/2023,469,12,60,32.53750495336087,4,0,35.12106429083367,nan,MeAt,67.151136112296  kg
475,15/07/2024,254,13,29.958604705608206,33.02933666474448,0,0,42.25894085760132,Beginner,MEAT,45.34485117834335  kg
476,12/03/2023,252,10,18.43067831888551,85.00750144214011,6,0,14.296145729980138,EXPERT,MeAt,20.064183716284045  kg
477,25/01/2022,376,19,-10,54.49838056556707,1,0,36.25941977645789,EXPERT,MeAt,50.568698570351984  kg
480,19/02/2022,373,10,21.34273311320383,88.36657937352516,5,0,34.33553895031073,nan,dairy,53.953180540424945  kg
481,30/10/2023,1750,13,32.39536493429705,78.49652637335626,0,0,36.542091425809964,nan,MEAT,249.17387757267198  kg
482,22/01/2022,393,6,30.869366093229228,51.622669195820855,5,0,27.00660989,Intermediate,Vegetables,40.94928373978302  kg
483,24/09/2024,114,14,32.63399685694676,77.03924152136133,1,0,11.968590833546958,Beginner,Vegetables,29.354234801149428  kg
484,05/12/2022,474,10,22.511132728268535,83.66715340945393,0,0,19.278746483921893,Beginner,MEAT,45.318940562583386  kg
485,21/02/2022,188,10,12.554840492342976,71.95892250757223,0,0,48.89628627413098,intermediate,MEAT,43.73146373616711  kg
487,11/05/2024,412,13,13.199705213339659,35.03517214928576,5,0,38.243457932716865,Intermediate,Vegetables,54.42268691041567  kg
488,16/09/2024,210,19,30.481377621786528,77.24240070030633,0,0,17.219770482986853,EXPERT,MEAT,36.39223657498373  kg
489,14/11/2023,128,10,23.75229851,31.95707690049399,1,1,48.63271725069521,EXPERT,Vegetables,60.93248672044817  kg
490,22/09/2024,326,15,27.97693618384639,62.10153027593597,6,0,18.410308573718993,nan,MEAT,37.93917432736183  kg
491,22/09/2022,351,12,19.934474711610026,59.27107183154439,3,0,48.34215621792799,intermediate,dairy,51.94607399547407  kg
492,10/12/2023,240,10,12.698592866161608,80.37957934252742,6,0,42.11631265909238,EXPERT,GRAINS,39.56599547999189  kg
493,05/02/2024,263,14,19.691839868759857,50.21788354304739,0,0,19.131971311329462,Beginner,GRAINS,35.33297996955335  kg
494,07/01/2024,312,7,30.377959612009196,57.797619196367805,6,0,29.547065322267606,Beginner,GRAINS,49.73890577263821  kg
496,31/01/2023,379,9,29.843596259512907,30.365324894390344,1,0,34.815556298245326,intermediate,MeAt,47.22914499358653  kg
497,13/07/2023,132,11,17.433876205920974,82.75530689078307,3,0,43.054408502480406,nan,Vegetables,43.49902193430917  kg
498,26/06/2022,161,7,12.038162238810667,78.02129274,6,0,10.719330809829765,nan,Vegetables,28.268873399801986  kg
499,19/01/2022,4080,7,17.08357370663954,50.42280556,2,0,19.401229245307636,intermediate,Vegetables,172.1555822855819  kg
500,06/09/2024,315,15,18.42101254652758,47.48974445542338,4,0,22.73405687485264,Intermediate,MeAt,37.11049593565764  kg
501,23/06/2023,493,10,15.813783959134502,57.295133370455225,4,0,23.71376027335764,Beginner,Vegetables,55.15664252828528  kg
502,06/09/2023,316,6,13.328625104452424,75.65126067086973,2,0,10.484577580162263,nan,MeAt,21.439351766877284  kg
503,14/08/2023,475,10,14.742371204366929,84.38525783486621,0,0,25.349111559659242,Beginner,GRAINS,48.807996606627974  kg
504,03/01/2023,472,11,26.752400865273543,61.714686583331826,1,1,18.30864031677593,EXPERT,MeAt,53.282166642593026  kg
505,25/03/2022,370,18,21.342340865132066,46.06660052930005,4,0,35.424726161645836,Intermediate,MeAt,54.09957063564255  kg
506,03/03/2022,466,12,34.08091634,37.214833590700536,3,0,34.382734616202896,Beginner,Vegetables,54.969121208136706  kg
508,30/09/2022,138,15,23.04325116590533,62.72286727309815,4,0,10.056401687704353,intermediate,MEAT,20.16181296092941  kg
509,13/10/2022,159,14,34.08367082050998,51.371138827055645,3,0,38.28573039933987,intermediate,MEAT,40.61710993168761  kg
510,27/12/2022,291,19,19.501862723430133,82.32290030682046,1,0,27.253450630418357,Beginner,MeAt,41.35946784132371  kg
511,21/12/2022,466,8,30.559835470426453,88.29198254343532,2,0,37.14863457,Beginner,Vegetables,57.51177973854366  kg
512,09/08/2024,348,16,24.95281573422545,70.24053152293953,4,0,30.408793605329087,intermediate,GRAINS,38.96186733709444  kg
513,06/10/2022,397,14,33.495494798171045,76.41233349207383,3,0,42.96897697942821,EXPERT,dairy,62.679084972593685  kg
514,04/01/2023,105,6,33.24014693554973,77.60364085832086,2,0,16.508466569673516,intermediate,dairy,31.40019827763192  kg
516,11/09/2023,468,7,11.910421485951286,81.83769484410061,0,0,47.812858789059774,Beginner,MEAT,66.9904248323443  kg
517,13/08/2023,174,14,27.024370680956114,61.635910854915394,6,0,8.652390100867153,intermediate,dairy,21.42808367543482  kg
518,20/10/2023,322,6,29.562123114098448,66.18385837,4,0,5.647155619286884,Intermediate,MeAt,18.619268425753923  kg
519,19/01/2022,4080,7,17.391956137878992,50.42280556,2,0,19.401229245307636,intermediate,Vegetables,172.1555822855819  kg
520,02/04/2023,202,5,11.308471894662707,79.6028796,6,0,31.99855362174797,Intermediate,dairy,33.61210489811654  kg
521,29/01/2023,459,16,-10,64.62243986771465,6,0,30.08322339413842,Beginner,MEAT,60.69037440873305  kg
522,16/11/2023,438,16,14.092095036632537,56.66192095449087,3,0,36.48184398605877,nan,GRAINS,49.53918175041448  kg
523,25/12/2023,411,11,31.928461037785098,68.16254813,0,0,26.263194926881336,Beginner,MEAT,46.20074740395693  kg
524,11/01/2023,4010,16,30.579350389891506,50.50694428,2,0,31.732225950506503,EXPERT,MEAT,256.3255236378758  kg
